NSZE,0x1d1c5970
NCAP,0x1d1c5970
NUSE,0x4f75c0
NSFEAT,0x0
NLBAF,0x0
FLBAS,0x0
MC,0x0
DPC,0x0
DPS,0x0
NMIC,0x0
RESCAP,0x0
FPI,0x80
DLFEAT,0x0
NAWUN,0x0
NAWUPF,0x0
NACWU,0x0
NABSN,0x0
NABO,0x0
NABSPF,0x0
NOIOB,0x0
NVMCAP,0x3a38b2e000
NGUID,0x0
EUI64,0x59cb28155382500
LBAF0,0x90000
LBAF1,0x0
LBAF2,0x0
LBAF3,0x0
LBAF4,0x0
LBAF5,0x0
LBAF6,0x0
LBAF7,0x0
LBAF8,0x0
LBAF9,0x0
LBAF10,0x0
LBAF11,0x0
LBAF12,0x0
LBAF13,0x0
LBAF14,0x0
LBAF15,0x0
